series,noise,walk,edim,hurst,ksent
aiv,0.9182532562566224,0.126359583412837,14,0.4277091050169775,8.500963249054653
aiw,0.9054727712300148,0.0948237008429999,10,0.606954856604992,8.137107071722141
aiy,0.9296177325243268,0.0743133742597519,12,0.4815605729386394,8.448250138154808
aiz,0.9377749121553658,0.0351496711251551,10,0.4203765851002498,8.50877953880121
ajg,0.9597250327558208,0.0680816519393511,8,0.6022458809582615,8.461815951266756
ajrd,0.9117946845361632,0.135121826613453,12,0.4058838829923231,8.003584259358329
akam,0.8928451512127117,0.1036189252792343,21,0.4797282272499107,8.506539166166418
akao,0.932688916553976,0.127105716121634,10,0.6356168852246035,8.009034875334581
akba,0.8850405283193475,0.0613454299404565,14,0.4074465558116202,8.126289562988152
aker,0.9033842059799168,0.1129330835761643,6,0.4353924225546095,7.68394284576719
akg,0.9236318688753414,0.0527242859863541,13,0.5766727308818222,7.571724035071674
ako-a,0.9320073867665872,0.1118492308685403,9,0.637401844041299,8.330043015629904
ako-b,0.9252356827625716,0.0590540766948892,10,0.4597304391538673,8.48361513345612
akp,0.9316378215675536,0.03178800567011,12,0.4750957516302684,8.327573134777246
akr,0.8907501230923923,0.1491297469012522,13,0.4414394114019351,8.488894529835958
akrx,0.882502704060302,0.2201854335901105,4,0.5191001070711471,8.16516362542746
aks,0.9219359679656818,0.0460052881005317,14,0.5672778718252425,8.267347998704539
aktx,0.8413380796452877,0.3870901206703929,7,0.525607621364246,7.547992299273143
al,0.916219564659464,0.1172487646970433,22,0.4955427032420662,8.424395240007296
alb,0.9633411478337888,0.0133424575724672,10,0.4833544412802122,8.247260157078607
albo,0.9164074002762768,0.1419200561639826,13,0.5906742201972458,7.828497447784421
alco,0.936310743962749,0.0551273688224469,10,0.5611511041046034,8.168288523961273
aldr,0.9106849434217236,0.0204267346427169,6,0.5322498606468187,8.317648323136376
aldw,0.9267347768470732,0.058905099036306,6,0.5834884287633317,8.268015780941544
aldx,0.8536552614357253,0.1731666956206048,12,0.5292839420138877,7.889003151369519
ale,0.963100127736031,0.1083243724911029,11,0.5013842403187179,8.489098344363871
alex,0.90142516702272,0.0498148466460012,9,0.5769338170290144,8.439239070936896
alg,0.953509214589072,0.0190622909422429,7,0.4811865711358958,8.16905847826
algn,0.957300125534668,0.2278409690279277,9,0.4221112170434513,7.731625010144261
algt,0.8985200511640961,0.0361414455053945,12,0.5384884326502174,8.431074210253632
alim,0.9432160710632844,0.1072229049542796,9,0.5294251108132737,7.662255986558625
alk,0.9130078157297574,0.0687164292318093,11,0.4881729445084667,8.515655634703476
alks,0.8713934999645954,0.1224336833538171,5,0.5240942581766315,8.477569315494657
all,0.9523122498894598,0.0093040475806301,12,0.5984564135197831,8.141189879929465
alle,0.9330859569216036,0.0825230662345587,8,0.4311277360013066,8.378157510961728
allt,0.9338172628417444,0.0002198802165205,13,0.5548360227737237,7.299869288308207
ally,0.9043229912474596,0.1121480453097465,17,0.3863627616615182,8.30022943617082
all_a,0.8257375178636415,0.0431187105161952,7,0.4596099988918229,7.634598195380495
all_b,0.8621684884140832,0.0517854578016732,13,0.5370008300929174,7.98338669989204
all_c,0.8274409028445887,0.0857614303211316,10,0.4159413049967871,7.720686828347063
all_d,0.8332715952576177,0.0785152978306147,11,0.407533909353683,7.901237579489484
all_e,0.8251284693429721,0.0883323103184821,20,0.4693324162312984,7.7151642806374685
all_f,0.8520928625119294,0.0348269837062851,34,0.5390840542128014,8.005607592754544
aln,0.943571851977656,0.0745013054126344,12,0.5913216470670547,6.824585916313587
alny,0.901426250398246,0.0628173120687041,7,0.5239097303249833,8.6193319009988
alo,0.9208345038665544,0.0809600083878381,11,0.6555047960998058,7.582525760153709
alog,0.8404201280701268,0.0358657310816896,12,0.4273337309427397,8.428130895834176
alot,0.7028637335931163,0.2292323487842309,13,0.4059524983139954,7.94967117492731
alqa,0.9602578616241196,0.0808356288612799,7,0.4510443166344302,7.777761889478839
alsk,0.8942062873307298,0.0616095452505512,9,0.5107103147348891,6.31641035918481
alsn,0.9426019393098805,0.0982524873340069,8,0.6872716190871063,8.171661402273546
alt,0.8300718923656611,0.17899731484512,6,0.5265013644746492,6.869304542540212
alv,0.8382722857300714,0.0020954309072269,9,0.4022066172688381,8.5992622353569
alx,0.8787701642046091,0.0598984289767507,19,0.4599791994863309,8.48072891342131
alxn,0.9070105324276913,0.0373364490037244,11,0.4796184950063171,8.42093611822714
am,0.9241453875662564,0.0943552983124919,12,0.3596520138080181,8.51687062499588
amag,0.9404550130900822,0.0473752852333035,9,0.559194158336658,8.09322129274119
amat,0.967104144233512,0.0414398137368281,9,0.6828060902682072,8.249779085014467
amba,0.90370595755224,0.0277473958436844,9,0.6342207637736021,7.892907034530648
ambc,0.9018819074129136,0.0047440902771971,13,0.5690062019147668,8.323981665077973
ambcw,0.8967925536698472,0.0107240389910623,7,0.4762731741202002,8.19378302502064
ambr,0.9167176082123122,0.0416992015573052,13,0.6549496189924702,8.285992308104765
amc,0.9258138050405996,0.0417824510528439,7,0.4922258933140671,8.295240853518157
amcn,0.9006683189096394,0.1858428411142261,12,0.5915795393909805,7.828630219902528
amcx,0.9156658764649144,0.0501117064314161,7,0.5089322879264571,8.516774915670293
amd,0.94423847906773,0.1785794737615684,8,0.5177014187449255,7.9785942845792786
amda,0.9001569058553608,0.2879194403638134,2,0.3382922472503544,6.73476593310917
ame,0.9295176710617707,0.0589987593891865,14,0.4257056633250263,8.32897947061828
amed,0.9126924778116516,0.0747201819264902,7,0.4356258958958817,8.379646105281829
amg,0.9274481673065662,0.0960569942816331,13,0.5420875760170748,8.422394067583923
amgn,0.8705298172509651,0.0434748934900927,10,0.4372326363182718,8.411510659978871
amh,0.9521266228156544,0.1010096946217473,21,0.7132418726584875,8.15662840008296
amh_c,0.8980894202749009,0.1453655036694285,8,0.4484859401614994,7.962835747463663
amid,0.9119969524850348,0.0296275409467915,12,0.6052459602107833,8.176889185137636
amkr,0.9324862546017328,0.0091883871281047,10,0.5359798180293953,8.461701084089897
amn,0.9033220595950696,0.045000083675043,10,0.4708931283513057,8.459054064266512
amnb,0.9567060218437302,0.0378746079065783,10,0.4262820162710245,8.15986628708255
amot,0.8587081158531752,0.0350583960158801,19,0.4456158068128624,8.162103127000243
amov,0.935882579028054,0.0547859373285699,13,0.4816205497248464,8.455811225993557
amp,0.9355828288383454,0.086182736567938,15,0.5731979945415895,8.396205035627823
ampe,0.8694516306703289,0.3087064357301048,8,0.472499786872378,7.61673322554291
amph,0.8688660742197964,0.0868749565744451,25,0.4839521145352635,8.430123584267076
amrb,0.9348340764512044,0.1330328744239839,10,0.6090195411754287,8.09482872546067
amrc,0.880529863991749,0.0513885394514328,10,0.4258324648027092,7.709962191463328
amrk,0.9214959629467236,0.0262230696709344,7,0.7026350211811506,8.163212715973495
amrn,0.9214162504335636,0.0749820241765607,11,0.5435891383834882,7.661046234165056
amrs,0.9276476959251893,0.1531850231675475,11,0.5466137485810969,7.8182975161315795
ams,0.8962743908484697,0.0607219313614828,34,0.521562318791739,7.179011362774094
amsc,0.8669026742671864,0.0786339193827629,8,0.512818522781866,8.19462201308777
amsf,0.9352850196016156,0.0107652292858267,5,0.4810350844254475,8.457710982086589
amswa,0.8830869753763726,0.0432203792492718,9,0.3389233196338341,8.288099863714518
amt,0.9506296825748324,0.0661859752357741,13,0.631563527807199,8.260579026137362
amtd,0.9261588666515728,0.0085607876711579,16,0.4966616902624384,8.402999701884946
amtx,0.9119747803142908,0.0857689718901715,14,0.2802617258402367,7.984709892040525
amwd,0.9226003787378054,0.0190101223837111,8,0.4665678414521464,8.436000747248281
amx,0.9377952259724666,0.0659280557983645,9,0.4697538322206244,8.50379944013902
amza,0.9364440587376324,0.085502010755919,15,0.5789240141010525,8.044427646069787
amzn,0.9583098967611828,0.0202674386813059,7,0.4771073332588595,8.322354817770869
an,0.9208921030682438,0.0632308444579027,13,0.4523732121313035,8.423053139694604
anat,0.9154692855325656,0.0561511913433618,27,0.5071588623053127,8.417136606041078
ancb,0.893213238904481,0.1410940428307394,5,0.4055092414467685,7.707408326845688
ancx,0.9422204009115396,0.0340684014222569,11,0.6006751884204709,8.443162916157528
ande,0.8781940904149756,0.0155277537397634,12,0.543472284933716,8.182673868050681
andv,0.8872274620515996,0.047068940187072,8,0.4460668493422046,8.434927736378949
andx,0.8617999352073309,0.0749886817824064,16,0.4447636438343616,8.327242210229047
anet,0.9489022893956685,0.1425482730741269,10,0.4686619537161078,7.821672753028343
anf,0.9182304866590978,0.0271205054300831,10,0.55009840474187,8.480764299104823
anfi,0.843717234179487,0.1713719289088318,7,0.5659404172656535,8.191808659930222
angi,0.9008699802038996,0.099225872788234,6,0.5247445432054156,8.411527869678347
ango,0.9078840327635352,0.074150790687048,10,0.681555654911682,8.201921739742247
anh,0.963321309753398,0.0344046583092736,13,0.6708741264455833,7.679361263824688
anh_a,0.8134173323389609,0.0731259944252122,15,0.4762128839421827,7.5349720389578945
anh_b,0.9366733476315626,0.1048162968674102,7,0.6269732754533206,7.879698287407049
anik,0.9103626208225424,0.003650665249925,25,0.4812326861297933,8.454484371645869
anip,0.8735935596268917,0.0421959151747783,13,0.5851544036557548,8.510949140068984
anss,0.9354037675215828,0.0169240121804947,12,0.4752864619774731,7.804975648472756
anth,0.9223881688935772,0.1792200183859664,2,0.5654384993593824,7.644426404012687
antm,0.940411078260128,0.0527438644385005,10,0.5619971623726472,8.274723447999408
anw,0.919359786079226,0.0069778453643394,10,0.5793160294979537,8.427768344455423
any,0.9270827975410104,0.0986108089812516,3,0.3485747000238805,7.75895950459907
aobc,0.907596614513006,0.1193401249570342,8,0.5097363973150021,8.484122004554637
aod,0.954383431052111,0.1090742530084308,10,0.6877314258776508,8.144286076836568
aoi,0.8940181293394851,0.0440260799928189,13,0.5068932984612095,8.140235121595653
aon,0.9559622507561666,0.0506792072914595,14,0.4727336982999263,8.333526246534696
aos,0.959005922416974,0.0438856575089715,10,0.448251956435415,8.492805150345923
aosl,0.9322061840458098,0.1866131819667371,9,0.7154083191077515,8.199848391161881
aoxg,0.859150959475504,0.3248779586096157,8,0.5449298623466053,7.451357015762603
ap,0.8913000288238454,0.0645208867629104,12,0.5773592995866558,8.486501127355075
apa,0.8952156497082857,0.0912473851076688,15,0.534232722519548,8.5793236647241
apam,0.92860182642449,0.0872763519008718,20,0.6221147548328324,8.388584679116779
apb,0.9454605676534455,0.0141246128372791,17,0.6438199609566072,8.29565103342385
apc,0.9328722929710176,0.089825211820502,9,0.6596163593826774,8.437352539554531
apd,0.8644540385047735,0.0323865986271706,12,0.4796406314708252,8.15600922824013
apdn,0.8215306851834253,0.2068481481740287,21,0.5229408522827335,7.391547992736193
apei,0.871536424469437,0.1340563947197135,11,0.5126496525312091,8.224052828347048
apen,0.9304822742714182,0.2891731708335414,9,0.4388483631446307,6.0268860554405785
apf,0.9381460883767622,0.0694129814544801,13,0.5700929801315328,8.433441919044569
aph,0.9580990417351508,0.0599613034051971,13,0.5331952240627367,8.31200442722599
aphb,0.9115092172753868,0.2708789139741052,2,0.4591618490533308,6.950924738641178
aplp,0.9220534449202216,0.104930715841683,7,0.7443619623497691,8.299606731610888
apo,0.9603624181629712,0.0666082557317082,7,0.6413225441234168,8.335493015141793
apog,0.8725633115326149,0.0282712008561201,25,0.5287426799517023,8.514219846319538
apps,0.9405641513777472,0.0675627737837041,12,0.5058899876798514,7.52406631339232
apri,0.9222653425252728,0.1854298254799027,6,0.4212871062965477,7.572806871156522
apt,0.9186228951203724,0.0482431950851165,8,0.6254293791191013,7.025306452047456
apto,0.9180764611513896,0.2021185246385148,16,0.4066166683952626,8.07126732481932
apts,0.955953159336854,0.0396678574011629,10,0.4583450271958508,8.243348554701406
apu,0.916080824440886,0.04079556667454,23,0.5839489250262038,8.316729097844517
apwc,0.8500070490617705,0.1621005041819774,5,0.4295803120808332,6.90093616448123
aqxp,0.8492668441070643,0.0142022836131614,8,0.4202236250680876,8.229071315814323
ar,0.9239064437649612,0.024535526448925,10,0.4901971863734879,8.211824616546128
aray,0.906567449240557,0.0326412311356212,6,0.3512151050826844,7.563038575602831
arc,0.9323679180301516,0.144875486261131,14,0.5759981184412414,8.09003222850534
arcb,0.9268759711360506,0.0268130854893894,10,0.5550161939164008,8.397370223105636
arcc,0.945280380345485,0.0117694910782589,7,0.5735946194555228,8.214020893371085
arci,0.8976310454095054,0.190547982577268,6,0.5698539903762532,7.216520294708523
arco,0.9408100614359748,0.0040178890235806,7,0.6032892805998646,7.911075165795239
arcw,0.9293536069709948,0.084437470824954,13,0.6796820925936671,7.51841776630664
arcx,0.8802112583501764,0.0456633437095552,4,0.5655418485621442,8.122520390852145
ardc,0.967413365989833,0.016498812029315,15,0.7245918843526508,8.399327299719172
ardm,0.9300296790354414,0.1165408760877015,8,0.6743037782153047,8.262278952691291
ardx,0.8911352524874023,0.0248525030411395,5,0.444215969709737,8.243225203534077
are,0.949306759244929,0.1012490381316433,11,0.5881370679591673,8.338359851189477
ares,0.903371656773612,0.0271981883471789,13,0.551318214727712,8.193482440522494
arex,0.925633484309076,0.0515339823075065,11,0.5732744952002305,7.917150098969453
args,0.9012997352929134,0.1654965872311793,3,0.6444479863845513,7.815102588195837
arh_c,0.8491823722275613,0.0094743097179887,13,0.410873292101997,7.65382813521885
ari,0.9471303505513344,0.0084054005248135,6,0.4982129483020268,8.39885386615237
arii,0.8488802191912057,0.0448214813767868,8,0.4432441186945686,8.391089945652945
arkg,0.9182949386450476,0.1351387979273729,13,0.563910168417814,8.433415999218767
arkk,0.9610677319573624,0.1151147174175178,17,0.600087901929672,7.8566591613840355
arkq,0.9635570376690312,0.1158974308013804,9,0.5885864622317952,8.139585515342679
arkr,0.8663192287780173,0.0244554083214383,7,0.4590660094617,8.347500350073766
arkw,0.9664836260196638,0.0949537006942649,9,0.615745787575633,8.08606233932308
arl,0.8762624807201533,0.0177539039000007,11,0.4702571059364312,8.108978628191611
arlp,0.934505259974685,0.0411358578130029,6,0.6697381422553836,8.298409161571138
arlz,0.9362418334295854,0.0016413987884247,11,0.5322432393080618,8.239449495559391
armk,0.9213403342762152,0.0315485202120313,15,0.3718078079962138,8.277211504836096
arna,0.8984514093851947,0.2517811737254976,13,0.4811899611836838,7.6542821340938385
arow,0.9397573158620875,0.0252046155836533,9,0.5507038926574189,8.20983192811323
arql,0.893282093733539,0.0081252054911917,5,0.4605973620417879,6.9607028240462085
arr,0.9497463907740088,0.0646361610452416,11,0.5728484704700767,8.210130770491249
