series,noise,walk,edim,hurst,ksent
dvp,0.9420701053768236,0.1513421164185208,9,0.6105427432335094,8.410953986065765
dwaq,0.941732617791162,0.1288859590214319,16,0.5360232771890706,8.35334499871727
dwas,0.9230070598904992,0.1174408269843857,21,0.5918063484953671,8.33474575141144
dwch,0.8965747497570071,0.0135470871310982,9,0.4199905543931808,7.81047913087478
dwdp,0.9435846015643438,0.0408003545638202,18,0.4333076382025817,8.344418138130221
dwpp,0.8794725605718429,0.2501569543084898,23,0.446605495638512,8.36595332950804
dwsn,0.9081645171885387,0.0501470750897394,10,0.5516505943216501,8.327620989440042
dx,0.9216122706922788,0.0395681883158125,12,0.6086957925198715,8.2085626204219
dxb,0.8809718003151166,0.2036231845436455,13,0.6303933905545192,7.8551228056078735
dxcm,0.8552322818834983,0.1128179024940776,7,0.5662351799720073,8.338294046678504
dxlg,0.9299135970638598,0.0154778152999022,17,0.4610187523670315,7.378351852157998
dxpe,0.9168292553230214,0.0396859956713835,10,0.5024971466825915,8.504578104564073
dxr,0.8467617689276137,0.1066462988394183,10,0.3773099654372264,7.936089715031796
dxtr,0.9333145725161778,0.1068477536568024,5,0.5620816997633384,7.674260756874441
dxyn,0.9416468191416746,0.0913898573464853,9,0.6289392331265183,7.5768017181087055
dx_a,0.8563322586043877,0.0233741631848753,11,0.6707058872549746,7.551825663282093
dx_b,0.8645861840801694,0.0504662439295817,9,0.5623920853058288,7.607012252762816
dy,0.9056135517509438,0.0362753809365763,6,0.4618660926448216,8.35128552390616
dyn,0.9536916892798812,0.0558594575210781,12,0.614232464591155,8.387564037494583
dynt,0.8224023209081595,0.2454786072792585,8,0.3695837740456871,6.856933244178788
dyn_a,0.9528947291829744,0.022547719291184,13,0.6038374885267339,8.247681142620864
dysl,0.8423436887287974,0.0257750167494219,10,0.4590288115297672,6.5875597709796505
dzsi,0.8937375620103317,0.0135409044385322,13,0.460117204100642,7.073858437020921
e,0.8423116434315335,0.0234104284381766,6,0.449461754777027,8.420697899882954
ea,0.9486317308068124,0.0134012863635883,12,0.5308197384338167,8.375739243624823
eab,0.9057221865498352,0.1168480106329197,13,0.5061252634149273,8.405079448190328
ead,0.9614368403209094,0.0669111481712505,8,0.6827119983342544,8.144807591202015
eae,0.928992322277123,0.0479693066253228,7,0.5191076583558265,8.334298977819145
earn,0.940183505222732,0.0748377857556799,13,0.6950482079193465,8.215232124810532
ears,0.8884224535128226,0.2849871676645275,8,0.4929347513789829,7.932149810986768
eat,0.9251205731734016,0.02535138164563,21,0.500407503921442,8.530043981914462
ebay,0.9264615829034852,0.0293335425155796,24,0.4538567127560166,8.479062650534951
ebf,0.9196005327487682,0.0197757614227724,12,0.5162897935448411,8.148107749995475
ebio,0.8921070459663211,0.2317895091563131,7,0.5471316617579258,7.618265001793878
ebix,0.951408887958825,0.0614180151821041,10,0.4487091948803165,8.16909762279647
ebmt,0.9513332131567642,0.0969255119513514,9,0.6242451504262376,7.8509845723334255
ebs,0.8595531342356801,0.0189914453564896,18,0.5538379078944544,8.373021678570272
ebsb,0.9473357848207128,0.0462380414395103,6,0.4018082389051854,8.237877812772936
ebtc,0.9350635518496018,0.024070346511153,12,0.3759238122863848,8.3458466349441
ec,0.9206731428751996,0.0117936814223903,11,0.5752742803985954,7.707319187229255
eca,0.928757971161118,0.1559469391143146,8,0.6578823267150824,8.513468823736229
ecc,0.9387523054898697,0.0174708506321439,8,0.6946306708854582,7.980012657232075
ecf,0.9384429228956588,0.0136094358882534,8,0.58790449299329,8.112968730194922
echo,0.8778232610576304,0.0225286428363753,12,0.4627529350773982,8.238753168390813
ecl,0.906557352840606,0.0072547080635947,7,0.3279797121514538,8.452956632789302
ecol,0.8909003164340923,0.046325312558584,14,0.5853395538776802,8.416530129313387
ecom,0.7583994849160931,0.2158651989284268,12,0.4783175228765953,7.710477851465581
ecpg,0.9238364480878918,0.0766466978789881,10,0.5110485183654833,8.36111762934302
ecr,0.9285823247321824,0.0645044313524813,6,0.554983664683451,8.158428609220039
ect,0.918726612169762,0.0723797160681999,12,0.5658643554998647,7.794186398044871
ecyt,0.9013746927069246,0.002294890498708,10,0.4050668184436171,8.214156713517696
ed,0.9516485295787048,0.0957972534516284,10,0.4137396073830101,8.498943674511397
edap,0.8310087751371915,0.1769699679209779,15,0.4786361538113357,7.52508082065743
edd,0.9389963539145854,0.1310444170850587,6,0.6357280610222084,8.19467933360827
edf,0.9653576406237752,0.147968954779136,7,0.7209059633416532,8.55485649415892
edgw,0.841529799149525,0.0990165544194443,20,0.5652561352189958,7.495267479646903
edi,0.96261103994372,0.134087849752108,8,0.6951838108146609,8.477697407382182
edn,0.9635790219459216,0.0960174989081156,13,0.5195966907304838,8.053391537032466
edr,0.9341170498294412,0.1056565711103805,9,0.6585692707790612,8.40658886370442
edu,0.9536147781463584,0.1546583546929469,8,0.3944063086272678,8.28465674363075
educ,0.9027439218133168,0.0548025854360414,8,0.5547387694328697,8.10678542874413
ee,0.9554447002276908,0.0857371624719248,6,0.4303106987858293,8.41970790322407
eea,0.9224933638204152,0.0236614834642124,14,0.482975368402436,7.980079669746138
eeft,0.92556263904711,0.0644517940504065,6,0.4296333006894207,8.396743533556894
eei,0.8679726008947175,0.1208601738102672,6,0.3857326718164053,8.100123746974674
eep,0.935680169194207,0.0488119344901398,12,0.6517902177438134,8.388554034153463
eeq,0.9478884617357264,0.030006085900622,10,0.6504330919329393,8.406066593607585
efc,0.8655844016102371,0.0288737761636664,12,0.4998948102796652,8.121762984310108
eff,0.9649300363515813,0.0847002850390868,12,0.7245421857578241,8.292841517896669
efii,0.7286419620203396,0.2695732814861551,22,0.3290514492744791,8.11994699815891
efnl,0.9270161087287072,0.0385942551335436,6,0.3974337551101587,8.14652644947136
efoi,0.8667875019585702,0.317102300984966,13,0.6203616290808673,7.721184860248608
efr,0.9645873093272858,0.0782473709929403,11,0.7010266016662049,8.25983245764878
efsc,0.9591006793363954,0.0305832710139204,8,0.5745316319675072,8.38897014719976
eft,0.9636256567271698,0.0754864530253204,12,0.7150698546516194,8.25679296479782
efx,0.9220290542691936,0.0073734460196104,7,0.4774336417309532,8.460202042044854
egan,0.9155340435862388,1.0883208661383035e-05,11,0.4438012967393154,7.482928254582045
egbn,0.9425817608805596,0.0499284245774199,6,0.4063438477125624,8.436976537329258
egf,0.890095834905902,0.1478461474838195,12,0.3970180079813168,8.042912681105765
eght,0.9214412799284756,0.0159119094719082,8,0.4166581897221678,7.983623224293009
egi,0.8777409351852314,0.0164641492972668,12,0.4791651996446926,7.115790222962364
egl,0.8538469331873217,0.1581354725260553,16,0.5054022652093995,8.233379647250699
egle,0.957392730388208,0.2016303496970777,3,0.4148049393465726,6.351955189759634
eglt,0.9163636105539132,0.0837148251702628,5,0.4672420399708544,8.365735402762313
egn,0.9098543790649504,0.0931021273993363,15,0.6638306614562848,8.278957475351657
ego,0.8923591184255679,0.0220906280829049,12,0.492578541724144,8.08026044671056
egov,0.9130051247931368,0.0013050740624194,8,0.4994186648084599,8.283110073058765
egp,0.9635248693993784,0.1615206610007693,9,0.5920812604325731,8.431197787556819
egrx,0.8903244585933675,0.0419204464136007,6,0.5938373203724543,8.450481044931895
egy,0.9349978403939192,0.1695378600728689,10,0.4314487541408565,7.289708159340171
ehi,0.9650534320855324,0.1319106286181559,13,0.78186724786186,8.423424401199684
ehic,0.8182641832979753,0.1413315126878345,17,0.5185401911194855,7.634075156946753
ehth,0.8694342960381919,0.2312391846118253,10,0.452553332923536,8.05495827306706
eia,0.9014111596900632,0.0311281415598047,13,0.4876786435988849,8.303499176136818
eig,0.9541233662995752,0.0188107874638389,13,0.3657077791715556,8.397421836621387
eigi,0.9399127026619924,0.0245011727124606,13,0.513284353364344,7.813475495476711
eim,0.936495481814048,0.0786331251024639,14,0.5304615589068774,8.346293182400542
eio,0.8945318386936083,0.195642436237819,8,0.4356249900678165,8.272881012426877
eip,0.9204636041831374,0.0859430236047409,7,0.5473371474199152,8.220283882346891
eiv,0.9224240022429988,0.034198717468747,24,0.4572384834074301,8.308165544367604
eix,0.9484584577820806,0.107810614309832,7,0.4850600082097849,8.512492277923865
el,0.9113608597931456,0.0685006832190102,8,0.4139983486366355,8.04117264373081
elgx,0.9279581281882217,0.1174926570071399,10,0.460374318847293,8.562885308559718
elj,0.8984725135841451,0.0635589780011731,12,0.3518053254385792,8.52494053208494
elli,0.9156461928646842,0.0356541611164773,17,0.4657106098045359,8.406486691642698
ello,0.7913143354916614,0.0130639439076387,21,0.4288830509050603,7.802072135439555
elmd,0.9247542204054562,0.1628090988750492,7,0.5462054551151349,7.970061925765401
elon,0.9313429435905372,0.1567334643975872,11,0.6164316573710619,7.1205375262132895
elp,0.8925353627671142,0.0597797371448016,14,0.672624818528045,8.283928863887523
els,0.9606950807971156,0.0748746754850023,13,0.4595228983917336,8.54284532159658
else,0.7333707803076568,0.1699203849307684,18,0.3577328693312939,7.131777875412103
eltk,0.8756193441864583,0.1276563960598271,9,0.4655208648446595,6.7495539045836885
elu,0.9281389321563775,0.0187492555614079,7,0.5140272787552363,8.346034824337847
ely,0.9263379947754,0.0345197247491508,6,0.5103425183612934,8.401961850563273
eman,0.8307780217601903,0.0128285203652622,16,0.4716062124464756,6.512612032612092
emcf,0.7973734748326843,0.1966090903525026,13,0.2486409687547566,7.894748562491841
emci,0.9106390521749124,0.038424286936958,10,0.3272699634115794,8.431993661681346
emd,0.959763002796918,0.1050537861521434,16,0.6974210756359485,8.388797959502401
eme,0.9396723558454536,0.005802007541283,8,0.4716081036372124,8.169990398666995
emes,0.9496728320310366,0.011995691581857,13,0.6548416608451326,7.89519225870666
emf,0.9617585816560638,0.1553152111656797,14,0.6881888733092404,8.546924370950947
emhy,0.9639593937089304,0.0946170259741724,11,0.6406081194008579,8.466592235401034
emi,0.9391123462477592,0.0347767499635187,15,0.5547308102762993,8.291883148068342
emitf,0.896092225423419,0.0846042657753443,7,0.4035587231927653,7.49759222637519
emj,0.8945171488799476,0.1146643980118677,9,0.5489575892379628,8.258828541037463
emkr,0.9350920625230692,0.0976757391832099,12,0.5204766317995807,7.596207540319227
eml,0.9434249504646864,0.0337365372946778,15,0.6148326810264204,7.98183362707353
emms,0.9276827479673552,0.0849894799259922,8,0.5704995076780576,7.672865642777534
emn,0.9132462436672252,0.0638059711490798,17,0.4960906830724062,8.426914923674538
emo,0.9305983263408298,0.1740143580002838,14,0.5979658740356645,8.1319901710461
emqq,0.9547782683720932,0.1288994456342236,16,0.4996483283754105,8.317594761468833
emr,0.924376462173996,0.1323012463965268,24,0.5729109728390956,8.456053203190702
emx,0.8923946183688731,0.1415589373122734,9,0.6376704284977442,6.906898371952238
enb,0.8953299969999818,0.1359875531343434,11,0.5129183674073384,8.095698206611164
enbl,0.9312607626306632,0.099792043680153,11,0.7515230929176261,8.312226191602083
endp,0.960825781348801,0.0834840402484733,7,0.5433153405032054,8.079445488990658
enfc,0.9500602419111688,0.1121547369229098,8,0.5882342914710417,7.541371484348924
eng,0.8753877492073519,0.0841039923169852,10,0.5967097933924724,6.991847014889546
enj,0.8741296335492764,0.2326805147449524,23,0.5402601864794246,8.281231285518167
enlc,0.9455165883962168,0.1352806878722708,7,0.6347368517523484,8.169546057915092
enlk,0.9258496739505976,0.098959402934424,9,0.673961076733199,8.283499526130557
enor,0.9184558078935,0.0615167160271277,8,0.5453638881511655,8.387789786859486
enph,0.950631959668312,0.1659156689293663,7,0.4178440705833119,7.604127237369501
enr,0.9321087306846206,0.0523862633536599,19,0.5584233649989514,8.459769701166312
enrj,0.8764690275803826,0.2305029230767146,12,0.4024520289482332,6.713540683345484
ens,0.9080263177814216,0.0234050147210638,11,0.5804749394323178,8.4378337169631
ensg,0.8390246753085253,0.0148820021032267,12,0.3726430698397275,8.4681792429299
ensv,0.9318277764488276,0.1192981548020668,9,0.5039240979925508,7.2332050250367645
ent,0.950268313256343,0.0585942718234984,11,0.5700820426445462,8.250184539782648
enta,0.8838619083960374,0.0782603212382422,11,0.3805605405954498,8.537817368271595
entg,0.9558525963506376,0.0516129168576309,7,0.5212673794900179,7.8384805013234224
env,0.9049977219391888,0.2670383482099443,6,0.5736494417371386,8.341153138884419
enva,0.9286785307831866,0.0915802396105078,8,0.584325193436323,8.071520206534625
enx,0.9330561377208264,0.0107481172509196,9,0.5702908707494435,8.231997646670159
enz,0.957554325705881,0.0961438944527022,7,0.5548447756641456,8.216708250151349
enzy,0.8756819234278722,0.0566819387295665,13,0.4788268665990953,7.835229371325369
eod,0.9304350572628196,0.0786199579622977,11,0.6142685412291101,8.037775430158042
eog,0.8909832787417306,0.0793640422331326,8,0.4971267828357097,8.390401194863504
eoi,0.9292462365292194,0.0121557864206691,12,0.4392326497670348,8.213720613786203
eos,0.9415262140485988,0.0490419120411275,14,0.5033403962876988,8.138753063114228
eot,0.9419791226402962,0.0365092965518958,13,0.4818801687231248,8.496887958553243
epam,0.9019653155810828,0.0513014897885697,18,0.4872217533936916,8.168648072218451
epay,0.8719197931211371,0.0151863408387293,12,0.4179709547148931,8.385747295612
epc,0.9178245993225148,0.0244626987058222,16,0.4797028013548154,8.131823405544417
epd,0.8667509691927853,0.0600975439913915,15,0.4871334687549994,8.279477797296694
epe,0.9211147129050092,0.0140359026346087,14,0.5322663010653433,8.14294299465664
epm,0.9078633164036704,0.0387391199016637,13,0.5790250774274719,8.194661157624237
epr,0.950526276898254,0.0744419197192013,12,0.5806898487900283,8.29859457397916
epr_c,0.9366563877265608,0.0637381385242338,11,0.5337902140962208,8.335871794352787
epr_e,0.9049714629395158,0.0377366615752645,17,0.5586084993566316,8.276066756315187
epr_f,0.7482782073039156,0.0433891356339566,89,0.3042839896879978,7.602409787251727
epzm,0.8784263341033819,0.0333104409606339,9,0.4250665376063594,8.295979180986329
ep_c,0.9085138880543188,0.1363385667934591,7,0.5457590660137954,7.944405665057385
eqc,0.9097578082533906,0.1045694927888284,33,0.4099351605321202,8.51632717579344
eqco,0.9237991647967652,0.156148945404756,18,0.3333270409014211,8.193464569451722
eqc_d,0.8664506963420467,0.1040257191286107,15,0.4404981690998046,7.8250714769105185
eqix,0.9635344024533716,0.0800926650948788,9,0.4462539359229204,8.503401503076756
eqm,0.8014629453104479,0.0072358159416607,7,0.3572452401843598,8.121454976466136
eqr,0.848074289472303,0.0735870578679204,23,0.3413084765198562,8.417798455137477
eqs,0.8969050372589742,0.0554832210796194,12,0.4515306108335272,6.72801651147107
eqt,0.9001678374077563,0.0275195525663253,10,0.5858579992067513,8.432416536702178
era,0.941615660423872,0.1040924689621299,7,0.549439050863594,8.344135823976197
erc,0.9644713353001364,0.088036340280482,12,0.7447305464908325,8.359663438839194
erf,0.9283334387301644,0.0922199469308344,5,0.6325852705235513,8.408863866291341
erh,0.946823298326744,0.0660907926974534,5,0.5649479938030587,8.55287154956779
eri,0.9619584404074988,0.0293092908874004,8,0.5557398489705015,8.259301974604265
eric,0.9369078728458616,0.0693218129397008,11,0.5380395891694972,8.404043486347227
erie,0.9495080826205176,0.035607673717521,6,0.434773674068223,8.51734405856268
erii,0.914943383297838,0.1789551984137383,10,0.5021312393687027,8.228051640476684
erj,0.9297147672059536,0.0414484834634732,6,0.4052192991249364,8.469716447644178
ern,0.8840790647663247,0.030720343919687,8,0.5689505746647869,7.32097753690029
eros,0.912035602479394,0.070192769808842,5,0.5493698238957878,8.11099820273487
es,0.9394220237955276,0.1037551899509867,9,0.4424128212746629,8.56805006389855
esba,0.9156417769513276,0.00285506260274,11,0.5828750079690175,8.342868464436663
esbk,0.7964903803248112,0.18889652268256,9,0.3537265102232895,8.099612862814624
esca,0.8979943718962156,0.0119897896071675,9,0.5817975696343222,8.220721190081479
ese,0.949466323914912,0.0380642860349142,6,0.5624654886268664,8.160635485649895
esea,0.9282294965486532,0.2091676050859789,7,0.5842459493989027,7.338315212056881
esgr,0.9438798652430144,0.0706698730330092,9,0.3935827968474313,8.167778570963772
esio,0.9176070448715372,0.2300623678290003,11,0.5764058574996797,7.271132490109861
esl,0.8976787915502655,0.0587762964959484,16,0.6105006294311409,8.403247612222694
eslt,0.9645105992132664,0.0521863895943122,11,0.4802851689275547,8.346150447246087
esnc,0.8645545378889479,0.0917936920938413,12,0.5005220087137663,7.070563317599541
esnd,0.9382154873080286,0.1963062181388939,12,0.4622673660185838,8.390993480595975
esnt,0.9528209002238668,0.0756836338384262,9,0.657071137844921,8.276954354776493
esp,0.8369601059753341,0.0498241379819686,16,0.4984364208094892,7.752375075220571
espr,0.9205592296580222,0.1633854235981202,6,0.5949688659056683,8.05987322858957
esrt,0.9259821615966052,0.0848975910441376,10,0.6313112714376085,8.306893233554701
esrx,0.9197238050164932,0.002471968181109,14,0.4904026406491673,8.438695621734457
ess,0.9148605178377454,0.0939703074149795,15,0.4316621761725687,8.193870990504458
essa,0.9265539235690105,0.0842398111010769,9,0.4817827981631333,8.238995145587959
este,0.9247206533057448,0.0402501200992543,5,0.4574883055679928,8.177166548018292
esv,0.9471144881506788,0.0321648188401592,7,0.4190165693884199,8.160336414068102
esxb,0.955344002641674,0.1985299564262534,7,0.563408987555929,6.856262945117162
etb,0.9201921175024844,0.0036262706230891,13,0.4190479780729925,8.470785925796404
ete,0.9398795295524912,0.0809930948510831,8,0.6737593449786122,8.177571113462934
etfc,0.9355987322470698,0.0226224519472325,13,0.5056494516137011,8.261648504289592
etg,0.9369504769208676,0.0593682790879825,6,0.5276786297528452,8.294002946521529
eth,0.8590289640793733,0.0479495028453369,9,0.4786721354850519,8.358076431310328
etj,0.9007316010087928,0.0319948244259904,17,0.3997072775886435,8.246168517953533
etm,0.8888330411577482,0.0459366449506895,10,0.5712764768835673,8.336247570442206
etn,0.9358763366094774,0.0966450411722774,15,0.5593311873386989,8.565660420270627
eto,0.9384101772404184,0.1112047555688247,11,0.5195895585048127,8.144083470311744
etp,0.9262376876960003,0.0746863017187609,8,0.4997587329227997,8.347486011720099
etr,0.9171218528416566,0.0793461445785841,16,0.5554099576730468,8.418107444848687
etv,0.9317112971212592,0.0367665733650885,19,0.2892110490998831,8.389895305632225
etw,0.9372407135259796,0.0252888434116262,10,0.4600256268027956,8.150393200307342
etx,0.961686859263441,0.1300315415701455,10,0.4958225862740537,8.31156810135864
ety,0.9322449864337576,0.0314872072914843,7,0.4194838316771721,8.19495985264381
ev,0.942062613524024,0.1603305231425724,8,0.5249853517637771,8.532898575118715
evar,0.943751948670902,0.202743129230785,5,0.5219496353989519,7.697408774724493
evbn,0.9537222364085454,0.095312959919108,7,0.4937104963846515,7.734891426492739
evc,0.8566096490538749,0.014336706543779,11,0.4052914330879135,8.034463916028303
evep,0.9498426204717452,0.0982437536538503,7,0.4496885337434265,7.359850409687993
evf,0.9613353555982171,0.0408128076007849,13,0.7249931579930267,7.753222711764504
evg,0.9544237495888102,0.0127585314661745,11,0.5658696231664839,8.099446046608252
evgn,0.9307916552384122,0.0102857112157912,11,0.3290754369924971,8.164740454830062
evhc,0.9292948163738228,0.1427165136892274,11,0.5585093275847606,8.103193945278564
evi,0.9437362369127188,0.1789002423544963,10,0.5592987745833797,7.447121858247423
evj,0.8982570355565126,0.1561753944840389,13,0.5086573443011226,8.205877437929283
evk,0.9359802267807572,0.1165179865750198,11,0.5535530258056272,7.537030656724367
evlv,0.9440709524595128,0.2171718861040785,9,0.6492758631006081,7.755686850901853
evm,0.9295868767344856,0.04126552919795,7,0.5541339234255365,8.36100652101912
evn,0.9214843273421492,0.0299396855753799,11,0.5258847753577848,8.313442163761723
evo,0.9183877444642712,0.081603235123266,7,0.5323284792853381,8.221586932483202
evok,0.8029561551806865,0.2727701841666123,9,0.4415491777396633,7.928342575063126
evol,0.9261150211317816,0.0937824630030939,8,0.4941555954843031,7.478601514280844
evp,0.9363357250239158,0.0150988666117406,11,0.5493405974912506,8.146334422447248
evr,0.9462834072367152,0.1013828637655755,10,0.5470060352012568,8.21139798267234
evt,0.9526401525208092,0.0554180679850964,14,0.6031722493926206,8.258511067335782
evtc,0.9181573678390326,0.0531385938425178,8,0.5803730993915623,8.290840571609152
evv,0.954230158709707,0.0496341058369141,13,0.6509155842683825,8.340154432099213
evy,0.9014244497335712,0.090576209797482,15,0.5199603444587172,8.20158586392068
ew,0.9241187902899172,0.0482514444187112,16,0.4531540659062993,8.620635838642256
ewbc,0.9434964297774402,0.0806622317869646,6,0.6244280414889598,8.419306963040231
ewgs,0.9569666898969728,0.0983992252867911,13,0.5356885639600748,8.040415914142748
ewus,0.8570323869548682,0.027766654620507,19,0.4496228075503367,8.379685249818298
exa,0.8904379473642514,0.1889556742662208,5,0.4436511216477594,7.842179072708389
exac,0.9032582773064048,0.1509345542667586,10,0.5150486057838628,8.111421833487082
exas,0.9432674919213578,0.1146495059026169,10,0.6421390588362473,8.185080721378084
exc,0.9236884014656755,0.1009424911841542,7,0.5744991270988794,8.372942197076924
exd,0.8738961733009712,0.0651851672336303,11,0.3130674037223788,7.915477755584044
exel,0.9539393059521092,0.120503611365337,10,0.564745659857887,8.22659196910396
exfo,0.8907273956948678,0.0937455064391223,6,0.5206402985323176,7.236724967344806
exg,0.9298787028120666,0.026594200524477,20,0.474756797959518,8.052549471587861
exk,0.9047853517691946,0.068376928635069,7,0.5706328114313073,8.103747086474566
exls,0.9437457295759852,0.0010092252293207,10,0.4557001831251054,8.39405166219229
exp,0.9280544624413336,0.0690364705788499,7,0.6539931084436549,8.39482461961259
expd,0.917877152222763,0.0142517210750632,9,0.4392333244197668,8.484585972263728
expe,0.9032520178802148,0.0079996297867612,12,0.4968175095297388,8.386122315970036
expo,0.9356751016911944,0.0321834420238307,8,0.4152389327232119,8.274749367825208
expr,0.9344728259796544,0.0596400951981073,8,0.5349308868574607,8.447441795050995
exr,0.9191008104793634,0.1008142537674622,8,0.4436851885522428,8.500471413367965
extr,0.959141074992626,0.0057110541765985,11,0.4563732258945116,7.993658691986075
eyes,0.9234663995523484,0.2683094337417468,3,0.4033266743480707,7.757246103941086
ezpw,0.9347117428212098,0.0545077236384415,13,0.7803418449342109,8.037052253902933
ezt,0.9052518254105024,0.1029946587599799,11,0.4103160376400759,8.195523288531447
f,0.8725452188551772,0.0850641682511278,13,0.3969037966389428,8.411664671692195
fac,0.9233312305700592,0.1355817025977546,14,0.4345939618480954,7.540195495463223
faf,0.938426794422184,0.0670059602943379,9,0.4600348783871524,8.173945644582325
fang,0.9079664555075776,0.0690314695106414,6,0.4814495960511006,8.57563308657429
fanh,0.8666374583950471,0.0691589999239954,15,0.4688143616671381,7.505276048916907
farm,0.8685436691639978,0.0732762702927993,18,0.3932897542412787,8.26574002262324
faro,0.888088675229483,0.0783224423121859,15,0.4167230753907646,8.010523756280147
fast,0.8904703890313578,0.0507216772112517,12,0.5326327264328978,8.543102697792039
fate,0.8998161414622134,0.0511243152296392,9,0.6165863983602912,8.326249210448594
fax,0.9459234820516657,0.0488416111811017,10,0.581387509230936,8.040412076512384
fb,0.9578314427971028,0.0433004217860872,15,0.3177317433451734,8.407308259457176
fbc,0.9521719236761328,0.0098981292081261,10,0.47366377574804,8.38454101544592
fbhs,0.9346380881541142,0.0533117216669883,20,0.482527696306173,8.474448862104472
fbio,0.8712968564578247,0.0071508401188575,27,0.480606514752001,7.597254418993194
fbiz,0.8181475480335024,0.0137841425379852,6,0.4458355473015679,8.11029601668159
fbms,0.9511314844899972,0.0862456074879491,11,0.45394977688111,7.832576418361379
fbnc,0.9639428677618184,0.0149627265401667,13,0.5716545513821728,7.958298663540811
fbnk,0.9514454875175103,0.0273819402606382,15,0.5165041333532677,8.043215737676368
fbp,0.9252684305465004,0.0683798371766212,36,0.610190780513698,8.221545613659085
fbr,0.932774673705882,0.0943212289171068,21,0.6204740278347896,8.276575575565499
fbss,0.8525209117750124,0.2711031788126279,8,0.4768464534227217,8.078841868026094
fc,0.8285121778120572,0.0403908559077912,6,0.3885733303156674,8.054772634523179
fcap,0.9113546598687904,0.1466460080383829,15,0.3882825325255136,8.142155826136928
fcau,0.9408603925229392,0.0489220121374076,10,0.5438825668951777,8.104992511177112
fcb,0.9533600952209552,0.0994313456922374,5,0.4208414704843395,8.285408748081297
fcbc,0.9447262653845084,0.0224357421797665,10,0.4931587884829511,8.503349889561004
fcco,0.942428823663222,0.2213187804444603,9,0.4337079600276573,7.998868298866126
fccy,0.9435181892259826,0.0303028341554854,6,0.5286823482467098,7.660169035544618
fce-a,0.883503922402786,0.1123770959424489,24,0.5478787751833567,8.294012412379237
fcel,0.9472531607530712,0.1307105250002858,4,0.4646940719765501,7.408864527687354
fcf,0.95188621223722,0.0429917110696572,16,0.4714773442337864,8.131229456469228
fcfs,0.912129806086048,0.0710337171147323,11,0.5638354014421371,8.26686682129597
fcn,0.8325376489258016,0.1211741697787565,7,0.4922082106215478,8.4418198339776
fcnca,0.942976079544358,0.0708641680483176,19,0.3969548712188506,8.1637379891919
fco,0.9494417947138744,0.0141908492551791,8,0.5976758292910139,8.201696216513195
fcre,0.925077895560134,0.1488950269017854,5,0.5047315800812826,7.391320748350881
fcsc,0.9227308366938234,0.1321401633717354,9,0.5956325947031574,7.900926892565077
fcx,0.9211556413641993,0.1003144185642689,16,0.6107525801155128,8.384387985599833
fdef,0.942649319494148,0.0189981918701309,8,0.3370191842022967,8.437186206220366
fdp,0.9323461967777552,0.0471280028417664,12,0.522626635867394,8.408037347203496
fds,0.8804175683052016,0.0432042630659605,19,0.4272675752606715,8.278360464481672
fdus,0.925865963468421,0.0345381604619312,8,0.476212180713941,8.505638116858592
fdx,0.937934972473402,0.0862013206442887,10,0.5863565194199463,8.366151289672757
fe,0.8393673033374216,0.0113429848085466,7,0.3835979921909305,8.317136500764489
feim,0.8575011823613512,0.0755929402232773,11,0.5420429175196919,8.020353236611239
fele,0.9139088100766628,0.0581799747818351,13,0.4804810321476234,8.482911965535601
felp,0.9537495263929034,0.0556334710194978,8,0.6489424252250294,8.056844578313571
fen,0.9137232813867224,0.0728761601992629,21,0.5947772866499583,8.327029685574807
feng,0.9200525315146996,0.0376274710732025,5,0.5198425227139394,8.064926875604502
fet,0.9014229342793189,0.1270253682207752,15,0.5037062245874169,8.444012351949603
feye,0.9507131264982354,0.0636514070466029,10,0.6177788270925414,7.995666700639876
ff,0.9217037380905204,0.0642915432492994,8,0.4428223299778906,8.416217154613365
ffbc,0.9441004349710748,0.0029954903366722,11,0.5970783050072608,8.227534111100047
ffc,0.9342491505548184,0.0397872269110703,11,0.4105080930954548,8.509100997491704
ffg,0.9169251277505672,0.0035454007486559,7,0.3739078607868528,8.459155480596852
ffhl,0.7641488063914421,0.2192184602633038,5,0.3415494083097089,7.386726335256362
ffic,0.9303216652181948,0.0346956998877723,7,0.4193394710783295,8.28775053704643
ffin,0.9392171708817584,0.1033835050444454,13,0.4254998078534148,8.597057248405617
ffiv,0.8920941168991152,0.0702455522188503,22,0.534868456419514,8.417188219556829
ffkt,0.9417836530997452,0.0250274929399203,9,0.5637003050188171,8.177556211643259
ffnw,0.9395213859741592,0.1051411099713128,13,0.5842094689204377,8.13116552133264
ffwm,0.9508240541397192,0.0424863809112157,8,0.4671467203887363,8.156499115775027
fgen,0.9047262522877244,0.1831143500344791,7,0.4503712242130436,8.091445100185052
fgl,0.9316808975160192,0.0310716297332325,5,0.4981053712231323,7.966875965278849
fgp,0.96042663732427,0.0558771100629122,9,0.6638125547984914,8.298531546453907
fh,0.9063059880578476,0.2351880524769369,13,0.4750797268400859,7.545902521350378
fhn,0.9351748625976692,0.0913600232152345,16,0.4680729432785045,8.333133050192625
fhn_a,0.8062793976247367,0.0457219310251708,8,0.436282496226012,7.578427497428198
fi,0.935457568392448,0.0470651554720344,13,0.4133300208543207,8.406216846467956
fibk,0.9464494393613736,0.0398366419504929,13,0.4673564467507204,8.151658670368306
